# JIS-X0213 aka Shift JIS character mapping table
0x00 0x0000
0x8d95 0x9ed2
0x8d96 0x7344
0x8d97 0x6f09
0x8d98 0x8170
0x8d99 0x7511
0x8d9a 0x5ffd
0x8d9b 0x60da
0x8d9c 0x9aa8
0x8d9d 0x72db
0x8d9e 0x8fbc
0x8d9f 0x6b64
0x8da0 0x9803
0x8da1 0x4eca
0x8da2 0x56f0
0x8da3 0x5764
0x8da4 0x58be
0x8da5 0x5a5a
0x8da6 0x6068
0x8da7 0x61c7
0x8da8 0x660f
0x8da9 0x6606
0x8daa 0x6839
0x8dab 0x68b1
0x8dac 0x6df7
0x8dad 0x75d5
0x8dae 0x7d3a
0x8daf 0x826e
0x8db0 0x9b42
0x8db1 0x4e9b
0x8db2 0x4f50
0x8db3 0x53c9
0x8db4 0x5506
0x8db5 0x5d6f
0x8db6 0x5de6
0x8db7 0x5dee
0x8db8 0x67fb
0x8db9 0x6c99
0x8dba 0x7473
0x8dbb 0x7802
0x8dbc 0x8a50
0x8dbd 0x9396
0x8dbe 0x88df
0x8dbf 0x5750
0x8dc0 0x5ea7
0x8dc1 0x632b
0x8dc2 0x50b5
0x8dc3 0x50ac
0x8dc4 0x518d
0x8dc5 0x6700
0x8dc6 0x54c9
0x8dc7 0x585e
0x8dc8 0x59bb
0x8dc9 0x5bb0
0x8dca 0x5f69
0x8dcb 0x624d
0x8dcc 0x63a1
0x8dcd 0x683d
0x8dce 0x6b73
0x8dcf 0x6e08
0x8dd0 0x707d
0x8dd1 0x91c7
0x8dd2 0x7280
0x8dd3 0x7815
0x8dd4 0x7826
0x8dd5 0x796d
0x8dd6 0x658e
0x8dd7 0x7d30
0x8dd8 0x83dc
0x8dd9 0x88c1
0x8dda 0x8f09
0x8ddb 0x969b
0x8ddc 0x5264
0x8ddd 0x5728
0x8dde 0x6750
0x8ddf 0x7f6a
0x8de0 0x8ca1
0x8de1 0x51b4
0x8de2 0x5742
0x8de3 0x962a
0x8de4 0x583a
0x8de5 0x698a
0x8de6 0x80b4
0x8de7 0x54b2
0x8de8 0x5d0e
0x8de9 0x57fc
0x8dea 0x7895
0x8deb 0x9dfa
0x8dec 0x4f5c
0x8ded 0x524a
0x8dee 0x548b
0x8def 0x643e
0x8df0 0x6628
0x8df1 0x6714
0x8df2 0x67f5
0x8df3 0x7a84
0x8df4 0x7b56
0x8df5 0x7d22
0x8df6 0x932f
0x8df7 0x685c
0x8df8 0x9bad
0x8df9 0x7b39
0x8dfa 0x5319
0x8dfb 0x518a
0x8dfc 0x5237
0x8e40 0x5bdf
0x8e41 0x62f6
0x8e42 0x64ae
0x8e43 0x64e6
0x8e44 0x672d
0x8e45 0x6bba
0x8e46 0x85a9
0x8e47 0x96d1
0x8e48 0x7690
0x8e49 0x9bd6
0x8e4a 0x634c
0x8e4b 0x9306
0x8e4c 0x9bab
0x8e4d 0x76bf
0x8e4e 0x6652
0x8e4f 0x4e09
0x8e50 0x5098
0x8e51 0x53c2
0x8e52 0x5c71
0x8e53 0x60e8
0x8e54 0x6492
0x8e55 0x6563
0x8e56 0x685f
0x8e57 0x71e6
0x8e58 0x73ca
0x8e59 0x7523
0x8e5a 0x7b97
0x8e5b 0x7e82
0x8e5c 0x8695
0x8e5d 0x8b83
0x8e5e 0x8cdb
0x8e5f 0x9178
0x8e60 0x9910
0x8e61 0x65ac
0x8e62 0x66ab
0x8e63 0x6b8b
0x8e64 0x4ed5
0x8e65 0x4ed4
0x8e66 0x4f3a
0x8e67 0x4f7f
0x8e68 0x523a
0x8e69 0x53f8
0x8e6a 0x53f2
0x8e6b 0x55e3
0x8e6c 0x56db
0x8e6d 0x58eb
0x8e6e 0x59cb
0x8e6f 0x59c9
0x8e70 0x59ff
0x8e71 0x5b50
0x8e72 0x5c4d
0x8e73 0x5e02
0x8e74 0x5e2b
0x8e75 0x5fd7
0x8e76 0x601d
0x8e77 0x6307
0x8e78 0x652f
0x8e79 0x5b5c
0x8e7a 0x65af
0x8e7b 0x65bd
0x8e7c 0x65e8
0x8e7d 0x679d
0x8e7e 0x6b62
0x8e80 0x6b7b
0x8e81 0x6c0f
0x8e82 0x7345
0x8e83 0x7949
0x8e84 0x79c1
0x8e85 0x7cf8
0x8e86 0x7d19
0x8e87 0x7d2b
0x8e88 0x80a2
0x8e89 0x8102
0x8e8a 0x81f3
0x8e8b 0x8996
0x8e8c 0x8a5e
0x8e8d 0x8a69
0x8e8e 0x8a66
0x8e8f 0x8a8c
0x8e90 0x8aee
0x8e91 0x8cc7
0x8e92 0x8cdc
0x8e93 0x96cc
0x8e94 0x98fc
0x8e95 0x6b6f
0x8e96 0x4e8b
0x8e97 0x4f3c
0x8e98 0x4f8d
0x8e99 0x5150
0x8e9a 0x5b57
0x8e9b 0x5bfa
0x8e9c 0x6148
0x8e9d 0x6301
0x8e9e 0x6642
0x8e9f 0x6b21
0x8ea0 0x6ecb
0x8ea1 0x6cbb
0x8ea2 0x723e
0x8ea3 0x74bd
0x8ea4 0x75d4
0x8ea5 0x78c1
0x8ea6 0x793a
0x8ea7 0x800c
0x8ea8 0x8033
0x8ea9 0x81ea
0x8eaa 0x8494
0x8eab 0x8f9e
0x8eac 0x6c50
0x8ead 0x9e7f
0x8eae 0x5f0f
0x8eaf 0x8b58
0x8eb0 0x9d2b
0x8eb1 0x7afa
0x8eb2 0x8ef8
0x8eb3 0x5b8d
0x8eb4 0x96eb
0x8eb5 0x4e03
0x8eb6 0x53f1
0x8eb7 0x57f7
0x8eb8 0x5931
0x8eb9 0x5ac9
0x8eba 0x5ba4
0x8ebb 0x6089
0x8ebc 0x6e7f
0x8ebd 0x6f06
0x8ebe 0x75be
0x8ebf 0x8cea
0x8ec0 0x5b9f
0x8ec1 0x8500
0x8ec2 0x7be0
0x8ec3 0x5072
0x8ec4 0x67f4
0x8ec5 0x829d
0x8ec6 0x5c61
0x8ec7 0x854a
0x8ec8 0x7e1e
0x8ec9 0x820e
0x8eca 0x5199
0x8ecb 0x5c04
0x8ecc 0x6368
0x8ecd 0x8d66
0x8ece 0x659c
0x8ecf 0x716e
0x8ed0 0x793e
0x8ed1 0x7d17
0x8ed2 0x8005
0x8ed3 0x8b1d
0x8ed4 0x8eca
0x8ed5 0x906e
0x8ed6 0x86c7
0x8ed7 0x90aa
0x8ed8 0x501f
0x8ed9 0x52fa
0x8eda 0x5c3a
0x8edb 0x6753
0x8edc 0x707c
0x8edd 0x7235
0x8ede 0x914c
0x8edf 0x91c8
0x8ee0 0x932b
0x8ee1 0x82e5
0x8ee2 0x5bc2
0x8ee3 0x5f31
0x8ee4 0x60f9
0x8ee5 0x4e3b
0x8ee6 0x53d6
0x8ee7 0x5b88
0x8ee8 0x624b
0x8ee9 0x6731
0x8eea 0x6b8a
0x8eeb 0x72e9
0x8eec 0x73e0
0x8eed 0x7a2e
0x8eee 0x816b
0x8eef 0x8da3
0x8ef0 0x9152
0x8ef1 0x9996
0x8ef2 0x5112
0x8ef3 0x53d7
0x8ef4 0x546a
0x8ef5 0x5bff
0x8ef6 0x6388
0x8ef7 0x6a39
0x8ef8 0x7dac
0x8ef9 0x9700
0x8efa 0x56da
0x8efb 0x53ce
0x8efc 0x5468
0x8f40 0x5b97
0x8f41 0x5c31
0x8f42 0x5dde
0x8f43 0x4fee
0x8f44 0x6101
0x8f45 0x62fe
0x8f46 0x6d32
0x8f47 0x79c0
0x8f48 0x79cb
0x8f49 0x7d42
0x8f4a 0x7e4d
0x8f4b 0x7fd2
0x8f4c 0x81ed
0x8f4d 0x821f
0x8f4e 0x8490
0x8f4f 0x8846
0x8f50 0x8972
0x8f51 0x8b90
0x8f52 0x8e74
0x8f53 0x8f2f
0x8f54 0x9031
0x8f55 0x914b
0x8f56 0x916c
0x8f57 0x96c6
0x8f58 0x919c
0x8f59 0x4ec0
0x8f5a 0x4f4f
0x8f5b 0x5145
0x8f5c 0x5341
0x8f5d 0x5f93
0x8f5e 0x620e
0x8f5f 0x67d4
0x8f60 0x6c41
0x8f61 0x6e0b
0x8f62 0x7363
0x8f63 0x7e26
0x8f64 0x91cd
0x8f65 0x9283
0x8f66 0x53d4
0x8f67 0x5919
0x8f68 0x5bbf
0x8f69 0x6dd1
0x8f6a 0x795d
0x8f6b 0x7e2e
0x8f6c 0x7c9b
0x8f6d 0x587e
0x8f6e 0x719f
0x8f6f 0x51fa
0x8f70 0x8853
0x8f71 0x8ff0
0x8f72 0x4fca
0x8f73 0x5cfb
0x8f74 0x6625
0x8f75 0x77ac
0x8f76 0x7ae3
0x8f77 0x821c
0x8f78 0x99ff
0x8f79 0x51c6
0x8f7a 0x5faa
0x8f7b 0x65ec
0x8f7c 0x696f
0x8f7d 0x6b89
0x8f7e 0x6df3
0x8f80 0x6e96
0x8f81 0x6f64
0x8f82 0x76fe
0x8f83 0x7d14
0x8f84 0x5de1
0x8f85 0x9075
0x8f86 0x9187
0x8f87 0x9806
0x8f88 0x51e6
0x8f89 0x521d
0x8f8a 0x6240
0x8f8b 0x6691
0x8f8c 0x66d9
0x8f8d 0x6e1a
0x8f8e 0x5eb6
0x8f8f 0x7dd2
0x8f90 0x7f72
0x8f91 0x66f8
0x8f92 0x85af
0x8f93 0x85f7
0x8f94 0x8af8
0x8f95 0x52a9
0x8f96 0x53d9
0x8f97 0x5973
0x8f98 0x5e8f
0x8f99 0x5f90
0x8f9a 0x6055
0x8f9b 0x92e4
0x8f9c 0x9664
0x8f9d 0x50b7
0x8f9e 0x511f
0x8f9f 0x52dd
0x8fa0 0x5320
0x8fa1 0x5347
0x8fa2 0x53ec
0x8fa3 0x54e8
0x8fa4 0x5546
0x8fa5 0x5531
0x8fa6 0x5617
0x8fa7 0x5968
0x8fa8 0x59be
0x8fa9 0x5a3c
0x8faa 0x5bb5
0x8fab 0x5c06
0x8fac 0x5c0f
0x8fad 0x5c11
0x8fae 0x5c1a
0x8faf 0x5e84
0x8fb0 0x5e8a
0x8fb1 0x5ee0
0x8fb2 0x5f70
0x8fb3 0x627f
0x8fb4 0x6284
0x8fb5 0x62db
0x8fb6 0x638c
0x8fb7 0x6377
0x8fb8 0x6607
0x8fb9 0x660c
0x8fba 0x662d
0x8fbb 0x6676
0x8fbc 0x677e
0x8fbd 0x68a2
0x8fbe 0x6a1f
0x8fbf 0x6a35
0x8fc0 0x6cbc
0x8fc1 0x6d88
0x8fc2 0x6e09
0x8fc3 0x6e58
0x8fc4 0x713c
0x8fc5 0x7126
0x8fc6 0x7167
0x8fc7 0x75c7
0x8fc8 0x7701
0x8fc9 0x785d
0x8fca 0x7901
0x8fcb 0x7965
0x8fcc 0x79f0
0x8fcd 0x7ae0
0x8fce 0x7b11
0x8fcf 0x7ca7
0x8fd0 0x7d39
0x8fd1 0x8096
0x8fd2 0x83d6
0x8fd3 0x848b
0x8fd4 0x8549
0x8fd5 0x885d
0x8fd6 0x88f3
0x8fd7 0x8a1f
0x8fd8 0x8a3c
0x8fd9 0x8a54
0x8fda 0x8a73
0x8fdb 0x8c61
0x8fdc 0x8cde
0x8fdd 0x91a4
0x8fde 0x9266
0x8fdf 0x937e
0x8fe0 0x9418
0x8fe1 0x969c
0x8fe2 0x9798
0x8fe3 0x4e0a
0x8fe4 0x4e08
0x8fe5 0x4e1e
0x8fe6 0x4e57
0x8fe7 0x5197
0x8fe8 0x5270
0x8fe9 0x57ce
0x8fea 0x5834
0x8feb 0x58cc
0x8fec 0x5b22
0x8fed 0x5e38
0x8fee 0x60c5
0x8fef 0x64fe
0x8ff0 0x6761
0x8ff1 0x6756
0x8ff2 0x6d44
0x8ff3 0x72b6
0x8ff4 0x7573
0x8ff5 0x7a63
0x8ff6 0x84b8
0x8ff7 0x8b72
0x8ff8 0x91b8
0x8ff9 0x9320
0x8ffa 0x5631
0x8ffb 0x57f4
0x8ffc 0x98fe
0x9040 0x62ed
0x9041 0x690d
0x9042 0x6b96
0x9043 0x71ed
0x9044 0x7e54
0x9045 0x8077
0x9046 0x8272
0x9047 0x89e6
0x9048 0x98df
0x9049 0x8755
0x904a 0x8fb1
0x904b 0x5c3b
0x904c 0x4f38
0x904d 0x4fe1
0x904e 0x4fb5
0x904f 0x5507
0x9050 0x5a20
0x9051 0x5bdd
0x9052 0x5be9
0x9053 0x5fc3
0x9054 0x614e
0x9055 0x632f
0x9056 0x65b0
0x9057 0x664b
0x9058 0x68ee
0x9059 0x699b
0x905a 0x6d78
0x905b 0x6df1
0x905c 0x7533
0x905d 0x75b9
0x905e 0x771f
0x905f 0x795e
0x9060 0x79e6
0x9061 0x7d33
0x9062 0x81e3
0x9063 0x82af
0x9064 0x85aa
0x9065 0x89aa
0x9066 0x8a3a
0x9067 0x8eab
0x9068 0x8f9b
0x9069 0x9032
0x906a 0x91dd
0x906b 0x9707
0x906c 0x4eba
0x906d 0x4ec1
0x906e 0x5203
0x906f 0x5875
0x9070 0x58ec
0x9071 0x5c0b
0x9072 0x751a
0x9073 0x5c3d
0x9074 0x814e
0x9075 0x8a0a
0x9076 0x8fc5
0x9077 0x9663
0x9078 0x976d
0x9079 0x7b25
0x907a 0x8acf
0x907b 0x9808
0x907c 0x9162
0x907d 0x56f3
0x907e 0x53a8
0x9080 0x9017
0x9081 0x5439
0x9082 0x5782
0x9083 0x5e25
0x9084 0x63a8
0x9085 0x6c34
0x9086 0x708a
0x9087 0x7761
0x9088 0x7c8b
0x9089 0x7fe0
0x908a 0x8870
0x908b 0x9042
0x908c 0x9154
0x908d 0x9310
0x908e 0x9318
0x908f 0x968f
0x9090 0x745e
0x9091 0x9ac4
0x9092 0x5d07
0x9093 0x5d69
0x9094 0x6570
0x9095 0x67a2
0x9096 0x8da8
0x9097 0x96db
0x9098 0x636e
0x9099 0x6749
0x909a 0x6919
0x909b 0x83c5
0x909c 0x9817
0x909d 0x96c0
0x909e 0x88fe
0x909f 0x6f84
0x90a0 0x647a
0x90a1 0x5bf8
0x90a2 0x4e16
0x90a3 0x702c
0x90a4 0x755d
0x90a5 0x662f
0x90a6 0x51c4
0x90a7 0x5236
0x90a8 0x52e2
0x90a9 0x59d3
0x90aa 0x5f81
0x90ab 0x6027
0x90ac 0x6210
0x90ad 0x653f
0x90ae 0x6574
0x90af 0x661f
0x90b0 0x6674
0x90b1 0x68f2
0x90b2 0x6816
0x90b3 0x6b63
0x90b4 0x6e05
0x90b5 0x7272
0x90b6 0x751f
0x90b7 0x76db
0x90b8 0x7cbe
0x90b9 0x8056
0x90ba 0x58f0
0x90bb 0x88fd
0x90bc 0x897f
0x90bd 0x8aa0
0x90be 0x8a93
0x90bf 0x8acb
0x90c0 0x901d
0x90c1 0x9192
0x90c2 0x9752
0x90c3 0x9759
0x90c4 0x6589
0x90c5 0x7a0e
0x90c6 0x8106
0x90c7 0x96bb
0x90c8 0x5e2d
0x90c9 0x60dc
0x90ca 0x621a
0x90cb 0x65a5
0x90cc 0x6614
0x90cd 0x6790
0x90ce 0x77f3
0x90cf 0x7a4d
0x90d0 0x7c4d
0x90d1 0x7e3e
0x90d2 0x810a
0x90d3 0x8cac
0x90d4 0x8d64
0x90d5 0x8de1
0x90d6 0x8e5f
0x90d7 0x78a9
0x90d8 0x5207
0x90d9 0x62d9
0x90da 0x63a5
0x90db 0x6442
0x90dc 0x6298
0x90dd 0x8a2d
0x90de 0x7a83
0x90df 0x7bc0
0x90e0 0x8aac
0x90e1 0x96ea
0x90e2 0x7d76
0x90e3 0x820c
0x90e4 0x8749
0x90e5 0x4ed9
0x90e6 0x5148
0x90e7 0x5343
0x90e8 0x5360
0x90e9 0x5ba3
0x90ea 0x5c02
0x90eb 0x5c16
0x90ec 0x5ddd
0x90ed 0x6226
0x90ee 0x6247
0x90ef 0x64b0
0x90f0 0x6813
0x90f1 0x6834
0x90f2 0x6cc9
0x90f3 0x6d45
0x90f4 0x6d17
0x90f5 0x67d3
0x90f6 0x6f5c
0x90f7 0x714e
0x90f8 0x717d
0x90f9 0x65cb
0x90fa 0x7a7f
0x90fb 0x7bad
0x90fc 0x7dda
0x9140 0x7e4a
0x9141 0x7fa8
0x9142 0x817a
0x9143 0x821b
0x9144 0x8239
0x9145 0x85a6
0x9146 0x8a6e
0x9147 0x8cce
0x9148 0x8df5
0x9149 0x9078
0x914a 0x9077
0x914b 0x92ad
0x914c 0x9291
0x914d 0x9583
0x914e 0x9bae
0x914f 0x524d
0x9150 0x5584
0x9151 0x6f38
0x9152 0x7136
0x9153 0x5168
0x9154 0x7985
0x9155 0x7e55
0x9156 0x81b3
0x9157 0x7cce
0x9158 0x564c
0x9159 0x5851
0x915a 0x5ca8
0x915b 0x63aa
0x915c 0x66fe
0x915d 0x66fd
0x915e 0x695a
0x915f 0x72d9
0x9160 0x758f
0x9161 0x758e
0x9162 0x790e
0x9163 0x7956
0x9164 0x79df
0x9165 0x7c97
0x9166 0x7d20
0x9167 0x7d44
0x9168 0x8607
0x9169 0x8a34
0x916a 0x963b
0x916b 0x9061
0x916c 0x9f20
0x916d 0x50e7
0x916e 0x5275
0x916f 0x53cc
0x9170 0x53e2
0x9171 0x5009
0x9172 0x55aa
0x9173 0x58ee
0x9174 0x594f
0x9175 0x723d
0x9176 0x5b8b
0x9177 0x5c64
0x9178 0x531d
0x9179 0x60e3
0x917a 0x60f3
0x917b 0x635c
0x917c 0x6383
0x917d 0x633f
0x917e 0x63bb
0x9180 0x64cd
0x9181 0x65e9
0x9182 0x66f9
0x9183 0x5de3
0x9184 0x69cd
0x9185 0x69fd
0x9186 0x6f15
0x9187 0x71e5
0x9188 0x4e89
0x9189 0x75e9
0x918a 0x76f8
0x918b 0x7a93
0x918c 0x7cdf
0x918d 0x7dcf
0x918e 0x7d9c
0x918f 0x8061
0x9190 0x8349
0x9191 0x8358
0x9192 0x846c
0x9193 0x84bc
0x9194 0x85fb
0x9195 0x88c5
0x9196 0x8d70
0x9197 0x9001
0x9198 0x906d
0x9199 0x9397
0x919a 0x971c
0x919b 0x9a12
0x919c 0x50cf
0x919d 0x5897
0x919e 0x618e
0x919f 0x81d3
0x91a0 0x8535
0x91a1 0x8d08
0x91a2 0x9020
0x91a3 0x4fc3
0x91a4 0x5074
0x91a5 0x5247
0x91a6 0x5373
0x91a7 0x606f
0x91a8 0x6349
0x91a9 0x675f
0x91aa 0x6e2c
0x91ab 0x8db3
0x91ac 0x901f
0x91ad 0x4fd7
0x91ae 0x5c5e
0x91af 0x8cca
0x91b0 0x65cf
0x91b1 0x7d9a
0x91b2 0x5352
0x91b3 0x8896
0x91b4 0x5176
0x91b5 0x63c3
0x91b6 0x5b58
0x91b7 0x5b6b
0x91b8 0x5c0a
0x91b9 0x640d
0x91ba 0x6751
0x91bb 0x905c
0x91bc 0x4ed6
0x91bd 0x591a
0x91be 0x592a
0x91bf 0x6c70
0x91c0 0x8a51
0x91c1 0x553e
0x91c2 0x5815
0x91c3 0x59a5
0x91c4 0x60f0
0x91c5 0x6253
0x91c6 0x67c1
0x91c7 0x8235
0x91c8 0x6955
0x91c9 0x9640
0x91ca 0x99c4
0x91cb 0x9a28
0x91cc 0x4f53
0x91cd 0x5806
0x91ce 0x5bfe
0x91cf 0x8010
0x91d0 0x5cb1
0x91d1 0x5e2f
0x91d2 0x5f85
0x91d3 0x6020
0x91d4 0x614b
0x91d5 0x6234
0x91d6 0x66ff
0x91d7 0x6cf0
0x91d8 0x6ede
0x91d9 0x80ce
0x91da 0x817f
0x91db 0x82d4
0x91dc 0x888b
0x91dd 0x8cb8
0x91de 0x9000
0x91df 0x902e
0x91e0 0x968a
0x91e1 0x9edb
0x91e2 0x9bdb
0x91e3 0x4ee3
0x91e4 0x53f0
0x91e5 0x5927
0x91e6 0x7b2c
0x91e7 0x918d
0x91e8 0x984c
0x91e9 0x9df9
0x91ea 0x6edd
0x91eb 0x7027
0x91ec 0x5353
0x91ed 0x5544
0x91ee 0x5b85
0x91ef 0x6258
0x91f0 0x629e
0x91f1 0x62d3
0x91f2 0x6ca2
0x91f3 0x6fef
0x91f4 0x7422
0x91f5 0x8a17
0x91f6 0x9438
0x91f7 0x6fc1
0x91f8 0x8afe
0x91f9 0x8338
0x91fa 0x51e7
0x91fb 0x86f8
0x91fc 0x53ea
0x9240 0x53e9
0x9241 0x4f46
0x9242 0x9054
0x9243 0x8fb0
0x9244 0x596a
0x9245 0x8131
0x9246 0x5dfd
0x9247 0x7aea
0x9248 0x8fbf
0x9249 0x68da
0x924a 0x8c37
0x924b 0x72f8
0x924c 0x9c48
0x924d 0x6a3d
0x924e 0x8ab0
0x924f 0x4e39
0x9250 0x5358
0x9251 0x5606
0x9252 0x5766
0x9253 0x62c5
0x9254 0x63a2
0x9255 0x65e6
0x9256 0x6b4e
0x9257 0x6de1
0x9258 0x6e5b
0x9259 0x70ad
0x925a 0x77ed
0x925b 0x7aef
0x925c 0x7baa
0x925d 0x7dbb
0x925e 0x803d
0x925f 0x80c6
0x9260 0x86cb
0x9261 0x8a95
0x9262 0x935b
0x9263 0x56e3
0x9264 0x58c7
0x9265 0x5f3e
0x9266 0x65ad
0x9267 0x6696
0x9268 0x6a80
0x9269 0x6bb5
0x926a 0x7537
0x926b 0x8ac7
0x926c 0x5024
0x926d 0x77e5
0x926e 0x5730
0x926f 0x5f1b
0x9270 0x6065
0x9271 0x667a
0x9272 0x6c60
0x9273 0x75f4
0x9274 0x7a1a
0x9275 0x7f6e
0x9276 0x81f4
0x9277 0x8718
0x9278 0x9045
0x9279 0x99b3
0x927a 0x7bc9
0x927b 0x755c
0x927c 0x7af9
0x927d 0x7b51
0x927e 0x84c4
0x9280 0x9010
0x9281 0x79e9
0x9282 0x7a92
0x9283 0x8336
0x9284 0x5ae1
0x9285 0x7740
0x9286 0x4e2d
0x9287 0x4ef2
0x9288 0x5b99
0x9289 0x5fe0
0x928a 0x62bd
0x928b 0x663c
0x928c 0x67f1
0x928d 0x6ce8
0x928e 0x866b
0x928f 0x8877
0x9290 0x8a3b
0x9291 0x914e
0x9292 0x92f3
0x9293 0x99d0
0x9294 0x6a17
0x9295 0x7026
0x9296 0x732a
0x9297 0x82e7
0x9298 0x8457
0x9299 0x8caf
0x929a 0x4e01
0x929b 0x5146
0x929c 0x51cb
0x929d 0x558b
0x929e 0x5bf5
0x929f 0x5e16
0x92a0 0x5e33
0x92a1 0x5e81
0x92a2 0x5f14
0x92a3 0x5f35
0x92a4 0x5f6b
0x92a5 0x5fb4
0x92a6 0x61f2
0x92a7 0x6311
0x92a8 0x66a2
0x92a9 0x671d
0x92aa 0x6f6e
0x92ab 0x7252
0x92ac 0x753a
0x92ad 0x773a
0x92ae 0x8074
0x92af 0x8139
0x92b0 0x8178
0x92b1 0x8776
0x92b2 0x8abf
0x92b3 0x8adc
0x92b4 0x8d85
0x92b5 0x8df3
0x92b6 0x929a
0x92b7 0x9577
0x92b8 0x9802
0x92b9 0x9ce5
0x92ba 0x52c5
0x92bb 0x6357
0x92bc 0x76f4
0x92bd 0x6715
0x92be 0x6c88
0x92bf 0x73cd
0x92c0 0x8cc3
0x92c1 0x93ae
0x92c2 0x9673
0x92c3 0x6d25
0x92c4 0x589c
0x92c5 0x690e
0x92c6 0x69cc
0x92c7 0x8ffd
0x92c8 0x939a
0x92c9 0x75db
0x92ca 0x901a
0x92cb 0x585a
0x92cc 0x6802
0x92cd 0x63b4
0x92ce 0x69fb
0x92cf 0x4f43
0x92d0 0x6f2c
0x92d1 0x67d8
0x92d2 0x8fbb
0x92d3 0x8526
0x92d4 0x7db4
0x92d5 0x9354
0x92d6 0x693f
0x92d7 0x6f70
0x92d8 0x576a
0x92d9 0x58f7
0x92da 0x5b2c
0x92db 0x7d2c
0x92dc 0x722a
0x92dd 0x540a
0x92de 0x91e3
0x92df 0x9db4
0x92e0 0x4ead
0x92e1 0x4f4e
0x92e2 0x505c
0x92e3 0x5075
0x92e4 0x5243
0x92e5 0x8c9e
0x92e6 0x5448
0x92e7 0x5824
0x92e8 0x5b9a
0x92e9 0x5e1d
0x92ea 0x5e95
0x92eb 0x5ead
0x92ec 0x5ef7
0x92ed 0x5f1f
0x92ee 0x608c
0x92ef 0x62b5
0x92f0 0x633a
0x92f1 0x63d0
0x92f2 0x68af
0x92f3 0x6c40
0x92f4 0x7887
0x92f5 0x798e
0x92f6 0x7a0b
0x92f7 0x7de0
0x92f8 0x8247
0x92f9 0x8a02
0x92fa 0x8ae6
0x92fb 0x8e44
0x92fc 0x9013
0x9340 0x90b8
0x9341 0x912d
0x9342 0x91d8
0x9343 0x9f0e
0x9344 0x6ce5
0x9345 0x6458
0x9346 0x64e2
0x9347 0x6575
0x9348 0x6ef4
0x9349 0x7684
0x934a 0x7b1b
0x934b 0x9069
0x934c 0x93d1
0x934d 0x6eba
0x934e 0x54f2
0x934f 0x5fb9
0x9350 0x64a4
0x9351 0x8f4d
0x9352 0x8fed
0x9353 0x9244
0x9354 0x5178
0x9355 0x586b
0x9356 0x5929
0x9357 0x5c55
0x9358 0x5e97
0x9359 0x6dfb
0x935a 0x7e8f
0x935b 0x751c
0x935c 0x8cbc
0x935d 0x8ee2
0x935e 0x985b
0x935f 0x70b9
0x9360 0x4f1d
0x9361 0x6bbf
0x9362 0x6fb1
0x9363 0x7530
0x9364 0x96fb
0x9365 0x514e
0x9366 0x5410
0x9367 0x5835
0x9368 0x5857
0x9369 0x59ac
0x936a 0x5c60
0x936b 0x5f92
0x936c 0x6597
0x936d 0x675c
0x936e 0x6e21
0x936f 0x767b
0x9370 0x83df
0x9371 0x8ced
0x9372 0x9014
0x9373 0x90fd
0x9374 0x934d
0x9375 0x7825
0x9376 0x783a
0x9377 0x52aa
0x9378 0x5ea6
0x9379 0x571f
0x937a 0x5974
0x937b 0x6012
0x937c 0x5012
0x937d 0x515a
0x937e 0x51ac
0x9380 0x51cd
0x9381 0x5200
0x9382 0x5510
0x9383 0x5854
0x9384 0x5858
0x9385 0x5957
0x9386 0x5b95
0x9387 0x5cf6
0x9388 0x5d8b
0x9389 0x60bc
0x938a 0x6295
0x938b 0x642d
0x938c 0x6771
0x938d 0x6843
0x938e 0x68bc
0x938f 0x68df
0x9390 0x76d7
0x9391 0x6dd8
0x9392 0x6e6f
0x9393 0x6d9b
0x9394 0x706f
0x9395 0x71c8
0x9396 0x5f53
0x9397 0x75d8
0x9398 0x7977
0x9399 0x7b49
0x939a 0x7b54
0x939b 0x7b52
0x939c 0x7cd6
0x939d 0x7d71
0x939e 0x5230
0x939f 0x8463
0x93a0 0x8569
0x93a1 0x85e4
0x93a2 0x8a0e
0x93a3 0x8b04
0x93a4 0x8c46
0x93a5 0x8e0f
0x93a6 0x9003
0x93a7 0x900f
0x93a8 0x9419
0x93a9 0x9676
0x93aa 0x982d
0x93ab 0x9a30
0x93ac 0x95d8
0x93ad 0x50cd
0x93ae 0x52d5
0x93af 0x540c
0x93b0 0x5802
0x93b1 0x5c0e
0x93b2 0x61a7
0x93b3 0x649e
0x93b4 0x6d1e
0x93b5 0x77b3
0x93b6 0x7ae5
0x93b7 0x80f4
0x93b8 0x8404
0x93b9 0x9053
0x93ba 0x9285
0x93bb 0x5ce0
0x93bc 0x9d07
0x93bd 0x533f
0x93be 0x5f97
0x93bf 0x5fb3
0x93c0 0x6d9c
0x93c1 0x7279
0x93c2 0x7763
0x93c3 0x79bf
0x93c4 0x7be4
0x93c5 0x6bd2
0x93c6 0x72ec
0x93c7 0x8aad
0x93c8 0x6803
0x93c9 0x6a61
0x93ca 0x51f8
0x93cb 0x7a81
0x93cc 0x6934
0x93cd 0x5c4a
0x93ce 0x9cf6
0x93cf 0x82eb
0x93d0 0x5bc5
0x93d1 0x9149
0x93d2 0x701e
0x93d3 0x5678
0x93d4 0x5c6f
0x93d5 0x60c7
0x93d6 0x6566
0x93d7 0x6c8c
0x93d8 0x8c5a
0x93d9 0x9041
0x93da 0x9813
